time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	
s 	m 	m 	° 	m/s 	mm 	mm/m 	Nm 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	
91.2000	58.4892	-0.0001	0.0000	0.3840	1.4908	-0.8018	0.0621	3.0865	-0.1049	15.5894	1.3149	-0.7845	0.9828	-0.4766	-0.4951	-0.9261
91.2500	58.5084	-0.0001	0.0000	0.3800	1.4107	-0.7346	0.0594	2.8724	-0.0511	15.1506	-2.1794	0.6287	0.1038	-0.4571	-0.8819	-1.2842
91.3000	58.5274	-0.0001	0.0000	0.3780	1.5090	-0.7131	-0.0755	2.9281	0.0900	15.3111	2.1749	-0.4133	0.3080	-0.1562	-1.4792	-1.0251
91.3500	58.5463	-0.0001	0.0000	0.3760	1.5161	-0.7444	-0.0198	2.9974	0.0348	17.1912	1.1640	0.5561	0.6543	-0.2678	-0.2062	-0.7611
91.4000	58.5651	-0.0001	0.0000	0.3700	1.4688	-0.7501	0.0245	2.9616	-0.0239	17.7870	-0.8866	-0.3435	1.2226	0.5431	-0.3140	-0.7705
91.4500	58.5836	-0.0001	0.0000	0.3700	1.4217	-0.7298	0.0829	2.8741	-0.0306	18.5327	-1.9921	-0.5917	-0.2247	0.8441	-0.6518	-0.5962
91.5000	58.6021	-0.0001	0.0000	0.3640	1.4853	-0.6976	-0.0722	2.8735	0.0970	16.6989	-0.8759	-0.6704	0.7076	0.3876	-0.9308	-1.2466
91.5500	58.6203	-0.0001	0.0000	0.3640	1.4213	-0.6690	-0.0569	2.7525	0.0901	16.7703	3.2912	0.7446	0.0594	-0.1949	-0.6762	-0.8836
91.6000	58.6385	-0.0001	0.0000	0.3600	1.4076	-0.7482	-0.0029	2.8965	-0.0814	16.3244	1.7756	1.5532	2.1904	-0.3115	-1.0092	-1.3360
91.6500	58.6565	-0.0001	0.0000	0.3580	1.3030	-0.7157	0.0408	2.7273	-0.1213	17.0485	1.4532	-0.0859	1.5688	-0.5785	-0.5195	-1.5057
91.7000	58.6744	-0.0001	0.0000	0.3540	1.2141	-0.7057	-0.0362	2.6185	-0.1902	12.3644	-1.2250	1.4021	2.2437	-0.5057	-0.9847	-0.1297
91.7500	58.6921	-0.0001	0.0000	0.3520	1.3615	-0.7432	-0.0963	2.8405	-0.1176	10.8589	0.2382	-1.5100	1.0361	-0.6416	-0.3873	-0.1768
91.8000	58.7097	-0.0001	0.0000	0.3480	1.3011	-0.7419	-0.0684	2.7775	-0.1753	14.9115	0.4552	-0.3403	2.4390	-0.7242	-0.9798	-0.8695
91.8500	58.7271	-0.0001	0.0000	0.3500	1.2270	-0.6959	-0.0345	2.6118	-0.1577	18.9428	0.9440	-1.3473	2.9363	-0.3503	-0.6714	-0.4784
91.9000	58.7446	-0.0001	0.0000	0.3420	1.2050	-0.7572	0.0802	2.7118	-0.3018	17.5908	0.9249	0.0673	1.4889	0.2080	-0.4216	-0.6905
91.9500	58.7617	-0.0001	0.0000	0.3440	1.2205	-0.7067	-0.0029	2.6267	-0.1858	14.7724	0.2971	1.2182	1.9329	-0.1076	-0.4951	-1.0157
92.0000	58.7789	-0.0001	0.0000	0.3380	1.2549	-0.7174	-0.0843	2.6825	-0.1727	16.8594	1.9097	0.7300	-0.4557	0.1157	-0.8084	-1.1192
92.0500	58.7958	-0.0001	0.0000	0.3340	1.1929	-0.7554	-0.0340	2.6961	-0.3103	20.8872	-0.4788	-0.5033	1.3735	0.6305	-0.0202	-0.6668
92.1000	58.8125	-0.0001	0.0000	0.3320	1.2159	-0.7018	0.0081	2.6125	-0.1807	18.4363	2.2731	0.6952	1.5155	-0.1610	-1.8806	-0.1956
92.1500	58.8291	-0.0001	0.0000	0.3300	1.1804	-0.7178	0.0463	2.6089	-0.2482	13.2242	-0.6447	1.3003	1.7909	0.1887	-0.2405	-0.6480
92.2000	58.8456	-0.0001	0.0000	0.3260	1.1634	-0.7018	-0.0023	2.5601	-0.2332	11.5867	-0.3301	0.2899	0.0771	0.1109	-1.0484	-0.9779
92.2500	58.8619	-0.0001	0.0000	0.3240	1.1470	-0.7505	0.0146	2.6406	-0.3466	13.0457	-0.0426	0.9390	2.7587	-0.5445	-1.7680	-1.4020
92.3000	58.8781	-0.0001	0.0000	0.3220	1.0859	-0.7198	-0.0356	2.5184	-0.3465	12.5392	-1.5578	-0.3316	-0.4912	-0.5883	-1.3029	-0.7611
92.3500	58.8942	-0.0001	0.0000	0.3200	1.1275	-0.7330	0.0359	2.5861	-0.3312	14.7617	0.8082	-0.4695	2.0039	-0.1270	-0.2307	0.0776
92.4000	58.9102	-0.0001	0.0000	0.3160	1.1212	-0.6619	0.1009	2.4385	-0.1960	17.8976	-2.0754	-0.5053	1.4091	-0.4377	-0.6860	-0.6621
92.4500	58.9260	-0.0001	0.0000	0.3140	1.1178	-0.6437	-0.0121	2.3987	-0.1632	16.4242	-1.3738	-0.6277	-0.6066	-0.0153	-1.2246	-0.3465
92.5000	58.9417	-0.0001	0.0000	0.3080	1.0838	-0.6259	-0.0127	2.3293	-0.1618	13.9305	-0.5490	0.8327	2.4834	-0.0104	-0.8182	-0.4831
92.5500	58.9571	-0.0001	0.0000	0.3100	1.0416	-0.6469	-0.0034	2.3290	-0.2458	16.2173	2.2361	0.1810	-0.3846	0.2517	0.0876	0.1294
92.6000	58.9726	-0.0001	0.0000	0.3040	0.9623	-0.5985	-0.0416	2.1533	-0.2286	17.8940	-0.3731	-0.4550	2.3236	-0.4571	-1.0042	-1.1286
92.6500	58.9878	-0.0001	0.0000	0.3040	1.0105	-0.6412	-0.0100	2.2866	-0.2655	17.0699	-0.6222	-1.4597	2.5988	-0.4717	-1.0238	-0.8648
92.7000	59.0030	-0.0001	0.0000	0.2980	0.9243	-0.6551	0.0594	2.2279	-0.3793	16.9201	-1.9330	0.4785	1.5778	0.0090	-0.4020	-0.8977
92.7500	59.0179	-0.0001	0.0000	0.2980	0.9159	-0.6755	0.0321	2.2602	-0.4284	17.0592	1.8069	1.4155	-0.5089	0.3002	-0.0888	-0.1250
92.8000	59.0328	-0.0001	0.0000	0.2940	0.9540	-0.6765	-0.0247	2.3002	-0.3922	13.5024	2.2550	0.4246	2.8386	-0.2047	-1.0728	-0.8930
92.8500	59.0475	-0.0001	0.0000	0.2920	0.9659	-0.5786	-0.0089	2.1173	-0.1855	11.3905	-0.8876	1.3417	1.3646	-0.4960	-1.0484	-0.1109
92.9000	59.0621	-0.0001	0.0000	0.2860	0.9020	-0.5954	0.0004	2.0869	-0.2829	17.6836	-1.4278	-0.2033	2.0395	-0.3795	-0.2209	-0.5067
92.9500	59.0764	-0.0001	0.0000	0.2880	0.8708	-0.5892	-0.0263	2.0434	-0.3018	20.4769	2.0012	-0.0227	-0.1360	-0.3212	-0.7251	-0.4643
93.0000	59.0908	-0.0001	0.0000	0.2820	0.8182	-0.5424	-0.0231	1.8977	-0.2613	13.6701	0.3640	-1.6667	1.9862	0.9460	0.5037	-0.8507
93.0500	59.1049	-0.0001	0.0000	0.2800	0.7975	-0.5961	0.1173	1.9837	-0.3887	11.0444	-1.1043	-1.4860	-0.1005	-0.1416	-0.6762	-0.0355
93.1000	59.1189	-0.0001	0.0000	0.2780	0.9187	-0.5695	-0.0597	2.0520	-0.2147	18.8001	-0.0471	1.0752	-0.5266	-0.0056	-1.6211	-0.5067
93.1500	59.1328	-0.0001	0.0000	0.2740	0.8981	-0.6230	-0.0313	2.1379	-0.3417	18.7966	2.5918	-0.0300	-0.7576	0.1013	-0.7251	-0.6668
93.2000	59.1465	-0.0001	0.0000	0.2720	0.8498	-0.5637	-0.0285	1.9716	-0.2721	9.7316	-0.7319	0.6803	2.8120	-0.2726	-1.1903	-0.3040
93.2500	59.1601	-0.0001	0.0000	0.2700	0.8158	-0.5929	0.0343	1.9956	-0.3640	11.1693	-0.2342	-0.5991	0.2103	-0.6902	-1.3273	-0.6151
93.3000	59.1736	-0.0001	0.0000	0.2680	0.8371	-0.5750	-0.0280	1.9814	-0.3071	14.0590	-1.2101	-0.2975	-0.7131	-0.2241	-1.2442	-1.7272
93.3500	59.1870	-0.0001	0.0000	0.2660	0.7322	-0.5222	0.0305	1.7714	-0.3070	13.3348	-1.6629	1.2508	1.3468	-0.6319	-0.2258	0.1436
93.4000	59.2003	-0.0001	0.0000	0.2600	0.7624	-0.4871	0.0190	1.7317	-0.2069	14.0696	0.1891	-0.8276	0.9207	-0.3212	-1.0337	-1.4916
93.4500	59.2133	-0.0001	0.0000	0.2620	0.7339	-0.5448	-0.0558	1.8181	-0.3502	16.9094	0.2812	0.4717	-0.3669	-0.4912	-0.8916	-0.7705
93.5000	59.2264	-0.0001	0.0000	0.2560	0.8098	-0.5840	0.0796	1.9719	-0.3523	21.2511	-0.3524	-0.2660	-0.8463	0.1546	-1.0924	-0.5915
93.5500	59.2392	-0.0001	0.0000	0.2540	0.8405	-0.5044	0.0725	1.8443	-0.1633	16.4420	-2.0736	1.9135	1.8530	-0.0347	-0.7937	0.3793
93.6000	59.2519	-0.0001	0.0000	0.2500	0.8134	-0.5449	0.0119	1.8978	-0.2710	15.3504	-1.2774	0.5353	-0.6332	-0.5155	-1.3812	-0.6386
93.6500	59.2644	-0.0001	0.0000	0.2480	0.8001	-0.5788	-0.0143	1.9520	-0.3518	16.0568	-0.4019	1.2590	1.7553	0.0526	-0.3923	0.1153
93.7000	59.2768	-0.0001	0.0000	0.2460	0.6936	-0.5433	-0.0061	1.7747	-0.3875	11.5438	-2.5370	-1.5790	-0.3225	0.3051	-0.0299	0.0588
93.7500	59.2891	-0.0001	0.0000	0.2440	0.7553	-0.4791	0.0064	1.7087	-0.1980	11.9898	0.0176	0.3240	1.3913	0.2177	-0.4510	0.0541
93.8000	59.3013	-0.0001	0.0000	0.2420	0.7704	-0.5925	-0.0722	1.9495	-0.4086	14.6761	0.1550	1.0498	1.7642	0.2129	-0.6224	0.0494
93.8500	59.3134	-0.0001	0.0000	0.2380	0.7098	-0.5296	0.0130	1.7637	-0.3442	13.9948	1.3191	0.7373	-0.7309	-0.6368	-0.0251	0.8646
93.9000	59.3253	-0.0001	0.0000	0.2360	0.6742	-0.5693	0.0840	1.8071	-0.4587	12.6034	-0.7003	1.3579	2.0661	-0.6902	-0.7594	-0.5114
93.9500	59.3371	-0.0001	0.0000	0.2340	0.7391	-0.5702	0.0621	1.8737	-0.3956	14.9758	-1.6772	-0.7867	0.1393	-0.3892	-0.6664	-0.3606
94.0000	59.3488	-0.0001	0.0000	0.2280	0.6203	-0.5429	-0.0619	1.7006	-0.4600	18.4862	-1.1640	-0.4769	1.7287	-0.2726	-0.6175	0.1484
94.0500	59.3602	-0.0001	0.0000	0.2300	0.6540	-0.5304	-0.0613	1.7095	-0.4016	14.4157	-1.1649	-0.4496	0.8408	-0.4571	-0.5146	0.1012
94.1000	59.3717	-0.0001	0.0000	0.2260	0.6564	-0.5209	-0.0187	1.6929	-0.3801	15.5430	1.4686	0.2665	-0.2603	-0.2629	-0.8819	0.3227
94.1500	59.3830	-0.0001	0.0000	0.2240	0.6148	-0.5396	0.0873	1.6887	-0.4591	15.1649	0.2407	1.3030	-0.3669	0.0283	-1.1218	0.2803
94.2000	59.3942	-0.0001	0.0000	0.2200	0.6331	-0.4819	0.0064	1.5921	-0.3260	18.0118	0.4511	0.6112	1.7642	-0.0202	-0.6958	0.1059
94.2500	59.4052	-0.0001	0.0000	0.2180	0.5878	-0.5772	0.0463	1.7364	-0.5608	13.4311	-0.1481	0.4696	1.3291	-0.6805	-0.9259	-0.1768
94.3000	59.4161	-0.0001	0.0000	0.2140	0.6476	-0.5089	0.0348	1.6602	-0.3650	16.0888	0.3868	-0.7168	2.0395	-0.8504	-0.4608	0.2284
94.3500	59.4268	-0.0001	0.0000	0.2140	0.5726	-0.4648	-0.0263	1.4975	-0.3524	12.7711	-1.5599	-1.0925	0.0594	-0.2290	-0.4315	0.2237
94.4000	59.4375	-0.0001	0.0000	0.2120	0.5950	-0.5338	0.0042	1.6572	-0.4673	13.1849	-0.1115	0.1685	1.1604	-0.3066	-0.7251	0.4781
94.4500	59.4481	-0.0001	0.0000	0.2080	0.5348	-0.5291	0.0228	1.5876	-0.5180	11.8400	0.8014	-0.6729	0.4057	-0.1804	-0.8720	0.2096
94.5000	59.4585	-0.0001	0.0000	0.2060	0.5771	-0.4400	-0.0892	1.4528	-0.2986	17.4160	-0.5882	-0.4425	1.7198	-0.9330	-0.1083	0.4216
94.5500	59.4688	-0.0001	0.0000	0.2020	0.6020	-0.4754	0.0430	1.5480	-0.3439	16.3493	0.1271	-1.3947	1.1782	-0.1755	-0.9749	0.1954
94.6000	59.4789	-0.0001	0.0000	0.2020	0.5155	-0.5219	0.0605	1.5540	-0.5230	13.5202	-1.3424	0.4712	2.6521	-0.5785	-0.7301	0.9446
94.6500	59.4890	-0.0001	0.0000	0.1980	0.6077	-0.4708	0.0911	1.5446	-0.3293	11.6687	-0.4068	-0.6569	0.3790	-0.7582	-0.8623	0.3462
94.7000	59.4989	-0.0001	0.0000	0.1940	0.5997	-0.4827	-0.0619	1.5604	-0.3609	16.3993	-0.9690	-1.5211	-0.7930	0.7518	-0.8280	0.2897
94.7500	59.5086	-0.0001	0.0000	0.1940	0.5515	-0.5155	-0.0072	1.5773	-0.4743	14.4514	1.7342	-0.0615	-0.3491	-0.8067	-0.3972	0.3085
94.8000	59.5183	-0.0001	0.0000	0.1920	0.5539	-0.4223	0.0201	1.3942	-0.2865	13.1171	0.8806	0.1922	-1.4591	-0.1367	-0.3727	-0.4124
94.8500	59.5279	-0.0001	0.0000	0.1900	0.5824	-0.4669	0.0720	1.5115	-0.3467	10.6913	-1.2343	-0.3777	2.0928	-0.1562	-0.4510	-0.1956
94.9000	59.5374	-0.0001	0.0000	0.1860	0.5352	-0.5248	0.0485	1.5794	-0.5091	14.7761	0.4451	0.3806	0.8496	-0.1513	-0.6371	-0.1721
94.9500	59.5467	-0.0001	0.0000	0.1840	0.5533	-0.4600	0.0862	1.4687	-0.3621	14.9580	-0.2255	0.7866	2.2792	-0.0542	-0.0006	0.7892
95.0000	59.5559	-0.0001	0.0000	0.1820	0.5364	-0.4042	0.0228	1.3407	-0.2679	13.6879	0.2847	0.3628	1.5155	-0.4183	-0.2993	0.1907
95.0500	59.5650	-0.0001	0.0000	0.1780	0.4871	-0.5122	-0.0526	1.5064	-0.5323	13.4061	1.0529	0.6713	0.1748	-0.4814	-0.9504	0.5771
95.1000	59.5739	-0.0001	0.0000	0.1760	0.5473	-0.5180	-0.0111	1.5782	-0.4836	16.3600	-1.3708	-1.1307	-0.0650	-0.2872	-0.3727	0.6996
95.1500	59.5827	-0.0001	0.0000	0.1740	0.4876	-0.4832	0.0485	1.4492	-0.4739	19.5493	-0.5747	0.3857	0.5655	-0.4086	0.5820	0.1907
95.2000	59.5914	-0.0001	0.0000	0.1700	0.5286	-0.5003	-0.0034	1.5242	-0.4670	12.9280	-0.6362	1.4493	-0.0294	-0.1513	-0.6125	1.1190
95.2500	59.5999	-0.0001	0.0000	0.1720	0.4571	-0.4803	-0.0263	1.4129	-0.4986	10.1847	0.1380	-0.9061	-0.7753	-0.3940	-0.7251	1.3076
95.3000	59.6085	-0.0001	0.0000	0.1660	0.4620	-0.5693	0.0474	1.5950	-0.6710	12.2538	-0.1990	-0.0304	0.8408	0.2858	0.0043	0.4734
95.3500	59.6168	-0.0001	0.0000	0.1640	0.4910	-0.4325	0.0206	1.3516	-0.3696	15.5573	-1.9472	-1.5592	1.8797	0.0721	0.2393	1.1002
95.4000	59.6250	-0.0001	0.0000	0.1640	0.4523	-0.4740	-0.0389	1.3956	-0.4910	15.1685	-1.0927	0.6332	0.0505	-0.0639	-0.4119	0.3603
95.4500	59.6332	-0.0001	0.0000	0.1600	0.3947	-0.5485	-0.0253	1.4862	-0.6969	9.9528	0.9560	0.3508	1.7642	0.2809	-0.3482	0.3368
95.5000	59.6412	-0.0001	0.0000	0.1580	0.4891	-0.4734	0.0594	1.4312	-0.4530	11.1265	0.0587	1.1234	1.8441	-0.5009	-0.7056	-0.0778
95.5500	59.6491	-0.0001	0.0000	0.1560	0.4381	-0.4558	-0.0001	1.3451	-0.4689	15.0829	-0.0081	-0.1229	1.7020	-0.3892	-0.6910	0.5959
95.6000	59.6569	-0.0001	0.0000	0.1540	0.4865	-0.4384	0.0326	1.3589	-0.3859	14.2516	-1.6822	0.1921	1.8441	-0.1706	-0.3384	0.1860
95.6500	59.6646	-0.0001	0.0000	0.1520	0.4631	-0.4662	0.0441	1.3908	-0.4647	12.4857	-1.0257	-1.0150	2.1638	-0.6319	0.1953	0.6149
95.7000	59.6722	-0.0001	0.0000	0.1500	0.3416	-0.4597	-0.0531	1.2564	-0.5732	12.0077	0.4067	0.7362	0.1571	-0.8941	0.0631	-0.2003
95.7500	59.6797	-0.0001	0.0000	0.1460	0.5014	-0.4327	0.0032	1.3625	-0.3598	12.3430	0.1411	1.0643	1.5688	-0.0104	-0.1132	0.5159
95.8000	59.6870	-0.0001	0.0000	0.1440	0.4140	-0.4336	0.0436	1.2768	-0.4489	14.6868	0.4106	0.2059	0.3967	-0.4135	0.3225	0.5959
95.8500	59.6942	-0.0001	0.0000	0.1440	0.4405	-0.5017	0.0321	1.4389	-0.5579	12.5464	-1.2446	0.7644	1.6132	-0.1706	-0.4363	0.9023
95.9000	59.7014	-0.0001	0.0000	0.1400	0.4648	-0.3881	-0.0171	1.2372	-0.3076	9.3891	-1.3962	-0.7623	0.2902	0.4314	-0.7251	1.2039
95.9500	59.7084	-0.0001	0.0000	0.1380	0.4224	-0.4383	-0.0034	1.2947	-0.4499	16.5883	-1.2482	-0.3632	-0.4202	-0.8553	-0.1621	0.9070
96.0000	59.7153	-0.0001	0.0000	0.1360	0.3882	-0.4604	0.0490	1.3044	-0.5280	14.6512	-0.0971	-0.6886	-0.2159	-0.9087	-0.5685	1.3028
96.0500	59.7221	-0.0001	0.0000	0.1340	0.3911	-0.4576	0.0758	1.3017	-0.5194	8.8683	0.5429	0.6739	0.8496	-0.2726	-0.7350	1.1473
96.1000	59.7288	-0.0001	0.0000	0.1320	0.3929	-0.4139	-0.0509	1.2165	-0.4307	9.7280	1.3581	0.7758	2.0395	-1.1563	0.8513	1.6232
96.1500	59.7354	-0.0001	0.0000	0.1320	0.3204	-0.4671	-0.0209	1.2499	-0.6091	14.7974	0.8990	1.2782	1.6843	-0.0153	0.3372	0.5865
96.2000	59.7420	-0.0001	0.0000	0.1260	0.3459	-0.3983	0.0408	1.1387	-0.4468	11.8364	0.0006	-1.6319	2.7054	0.0332	-0.3531	0.7090
96.2500	59.7483	-0.0001	0.0000	0.1260	0.3318	-0.3959	-0.0302	1.1197	-0.4560	13.3740	-0.8230	-0.6463	0.9740	-0.7290	-0.2454	0.2991
96.3000	59.7546	-0.0001	0.0000	0.1240	0.3524	-0.3999	0.0195	1.1481	-0.4434	13.0244	1.2866	1.3235	2.2970	0.8829	-0.2797	-0.0260
96.3500	59.7608	-0.0001	0.0000	0.1220	0.3450	-0.4217	0.0261	1.1841	-0.4941	11.7650	0.5858	0.1821	1.0361	0.8538	-0.3433	0.6478
96.4000	59.7669	-0.0001	0.0000	0.1200	0.2884	-0.5204	-0.0165	1.3240	-0.7472	13.1314	0.0197	-0.1518	2.5189	-0.0639	0.3764	0.9541
96.4500	59.7729	-0.0001	0.0000	0.1160	0.3051	-0.3800	-0.0531	1.0613	-0.4511	12.3323	-1.0656	0.2104	1.2136	-0.2969	0.0533	0.3321
96.5000	59.7787	-0.0001	0.0000	0.1160	0.3310	-0.3973	0.0490	1.1215	-0.4596	9.5354	-2.0108	-2.4931	0.1304	-0.5931	0.0777	1.1332
96.5500	59.7845	-0.0001	0.0000	0.1140	0.3570	-0.4635	0.0501	1.2793	-0.5653	9.2143	-0.7363	2.0531	-0.2780	0.4314	0.8415	1.2792
96.6000	59.7902	-0.0001	0.0000	0.1100	0.2777	-0.3898	-0.0580	1.0534	-0.4979	16.7738	1.0555	0.5896	0.6099	-0.8359	0.3029	1.3499
96.6500	59.7957	-0.0001	0.0000	0.1100	0.2754	-0.4129	0.0337	1.0971	-0.5463	15.5930	0.5997	1.4044	0.9207	-0.6659	-1.0826	1.5054
96.7000	59.8012	-0.0001	0.0000	0.1080	0.2929	-0.3651	0.0343	1.0194	-0.4335	7.4912	0.4654	-1.4824	2.4568	-0.3164	0.1120	0.3368
96.7500	59.8066	-0.0001	0.0000	0.1060	0.2709	-0.3892	0.0359	1.0455	-0.5037	8.6542	-2.9813	0.1184	0.1126	-0.7533	-0.0446	0.4687
96.8000	59.8119	-0.0001	0.0000	0.1020	0.3302	-0.4078	-0.0635	1.1417	-0.4813	17.1091	-0.4910	-0.5433	2.5988	-0.2241	-0.5049	-0.0496
96.8500	59.8170	-0.0001	0.0000	0.1020	0.2753	-0.3836	0.0370	1.0387	-0.4882	14.5048	0.0886	1.8554	-0.3757	0.5576	-0.5098	0.6996
96.9000	59.8221	-0.0001	0.0000	0.1020	0.2760	-0.3158	-0.0111	0.9045	-0.3526	1.7047	1.1487	-1.4543	0.1215	0.4265	0.5723	1.4583
96.9500	59.8272	-0.0001	0.0000	0.0960	0.2737	-0.3379	-0.0373	0.9461	-0.3986	5.3899	-1.8855	-0.5707	1.1160	-0.9766	-0.1083	1.6798
97.0000	59.8320	-0.0001	0.0000	0.0960	0.2320	-0.4549	0.0534	1.1373	-0.6732	23.3915	0.1902	0.3819	1.3913	-0.0299	-0.3923	1.2981
97.0500	59.8368	-0.0001	0.0000	0.0940	0.3122	-0.3981	-0.0558	1.1044	-0.4801	19.6813	-1.3466	-1.0506	1.0361	-0.2775	0.0581	1.3311
97.1000	59.8415	-0.0001	0.0000	0.0920	0.2261	-0.3716	-0.0427	0.9656	-0.5134	-2.4193	-0.3385	-0.2804	2.7587	-0.0396	0.3764	1.2839
97.1500	59.8461	-0.0001	0.0000	0.0900	0.2808	-0.3705	-0.0045	1.0181	-0.4566	2.7286	0.9214	0.1762	2.8031	-0.1464	-0.2258	1.3170
97.2000	59.8506	-0.0001	0.0000	0.0880	0.2765	-0.3975	0.0851	1.0676	-0.5146	23.6805	-1.4379	-0.7191	0.5655	-0.0833	-0.4020	0.0163
97.2500	59.8550	-0.0001	0.0000	0.0880	0.2438	-0.3642	-0.0253	0.9687	-0.4810	17.8798	-1.9006	-1.3444	2.1904	-0.4135	0.3862	1.0436
97.3000	59.8594	-0.0001	0.0000	0.0860	0.2853	-0.3967	-0.0313	1.0748	-0.5042	-3.8357	-0.5526	0.9416	2.5456	-0.6416	-0.2846	1.6279
97.3500	59.8637	-0.0001	0.0000	0.0840	0.1917	-0.4085	0.0113	1.0045	-0.6211	0.2706	-0.0357	-1.7522	2.2170	-0.2436	-0.4363	1.2321
97.4000	59.8679	-0.0001	0.0000	0.0800	0.1981	-0.4272	-0.0132	1.0481	-0.6519	20.6338	1.2827	0.6172	1.4889	-0.1270	-0.4657	1.1285
97.4500	59.8719	-0.0001	0.0000	0.0800	0.1972	-0.3883	-0.0116	0.9700	-0.5756	25.3537	-1.2680	-0.5795	1.7909	0.6402	-0.6664	1.0483
97.5000	59.8759	-0.0001	0.0000	0.0760	0.2591	-0.3722	0.1091	0.9998	-0.4817	8.7934	-1.6580	-0.9644	0.6365	0.1060	-0.1034	1.2368
97.5500	59.8797	-0.0001	0.0000	0.0780	0.2675	-0.4145	0.0174	1.0924	-0.5574	-1.6702	-1.7307	-1.2048	2.3058	0.1935	-0.2894	1.4301
97.6000	59.8836	-0.0001	0.0000	0.0740	0.2014	-0.3574	0.0321	0.9126	-0.5098	9.6352	1.2491	1.6519	0.1304	0.2566	0.2246	1.5054
97.6500	59.8873	-0.0001	0.0000	0.0720	0.2100	-0.4053	0.0075	1.0165	-0.5965	21.2510	1.1149	0.0018	2.4834	-0.3164	-0.4510	1.2651
97.7000	59.8909	-0.0001	0.0000	0.0740	0.1561	-0.3782	0.0403	0.9087	-0.5964	10.3559	0.4711	0.4063	0.8408	-0.2921	0.0728	1.4254
97.7500	59.8946	-0.0001	0.0000	0.0680	0.2300	-0.4192	0.0441	1.0643	-0.6042	-3.2220	-0.8706	0.4029	2.5456	-0.4135	0.4890	1.2886
97.8000	59.8980	-0.0001	0.0000	0.0680	0.1510	-0.4300	0.0665	1.0067	-0.7048	8.5436	-0.1561	0.7147	1.0273	-0.7582	-0.4412	1.0107
97.8500	59.9014	-0.0001	0.0000	0.0680	0.2274	-0.3717	-0.0548	0.9671	-0.5124	20.7374	1.5226	-1.3945	0.6898	-0.7096	-0.6028	1.0577
97.9000	59.9048	-0.0001	0.0000	0.0660	0.2423	-0.3773	-0.0050	0.9932	-0.5086	7.6838	-0.6523	-0.5339	0.6631	-0.5106	-0.6860	1.3264
97.9500	59.9081	-0.0001	0.0000	0.0640	0.2047	-0.3637	0.1375	0.9284	-0.5190	-0.6999	-0.2243	1.5747	2.8741	-0.2678	0.5086	1.0624
98.0000	59.9113	-0.0001	0.0000	0.0600	0.2187	-0.3283	0.0572	0.8721	-0.4346	16.7810	-0.0218	-1.7666	2.5900	0.3925	0.0141	1.5714
98.0500	59.9143	-0.0001	0.0000	0.0600	0.2188	-0.3822	-0.1269	0.9794	-0.5418	26.7664	1.2136	0.2678	0.0149	-0.0688	0.2002	2.0521
98.1000	59.9173	-0.0001	0.0000	0.0560	0.2594	-0.3858	0.0501	1.0271	-0.5083	10.4701	1.6854	0.1996	1.8352	-1.0009	0.2442	1.5054
98.1500	59.9201	-0.0001	0.0000	0.0580	0.2366	-0.4194	0.1130	1.0713	-0.5981	-4.7418	-1.1932	0.4217	3.1317	-0.6465	-0.3972	0.8363
98.2000	59.9230	-0.0001	0.0000	0.0560	0.1785	-0.3356	-0.0324	0.8464	-0.4894	4.3232	2.2456	0.3027	3.5490	-0.9476	0.1120	0.6714
98.2500	59.9258	-0.0001	0.0000	0.0540	0.2151	-0.4189	-0.0766	1.0487	-0.6185	14.3337	0.6874	1.1819	-0.3579	-0.0688	-0.3727	0.5771
98.3000	59.9285	-0.0001	0.0000	0.0520	0.1918	-0.3494	0.0643	0.8872	-0.5036	9.2357	1.6591	-0.6415	0.9828	-0.2144	-0.1475	1.4725
98.3500	59.9311	-0.0001	0.0000	0.0520	0.2956	-0.3459	0.0758	0.9839	-0.3927	1.0839	0.0918	0.9312	0.1038	-0.3164	-0.2503	1.8070
98.4000	59.9337	-0.0001	0.0000	0.0520	0.1733	-0.3300	0.0174	0.8301	-0.4834	8.0691	-0.4289	-1.2129	2.0572	0.2469	-1.1756	2.2971
98.4500	59.9363	-0.0001	0.0000	0.0480	0.2523	-0.3479	0.0234	0.9446	-0.4401	17.9155	-1.7451	0.8888	2.7054	-0.3940	0.0777	2.1416
98.5000	59.9387	-0.0001	0.0000	0.0460	0.2567	-0.3512	0.0010	0.9557	-0.4422	13.1279	0.9234	-0.2995	1.3735	0.0235	0.2638	1.2698
98.5500	59.9410	-0.0001	0.0000	0.0460	0.2060	-0.3356	-0.1056	0.8738	-0.4617	2.6929	1.1959	0.8124	1.4889	0.3002	0.4008	0.6149
98.6000	59.9433	-0.0001	0.0000	0.0440	0.2349	-0.3328	0.0818	0.8972	-0.4274	4.8797	0.6440	0.0428	1.7287	-0.5591	0.1023	0.4828
98.6500	59.9455	-0.0001	0.0000	0.0420	0.2180	-0.3211	0.0747	0.8569	-0.4210	13.5845	-1.3687	-0.3698	1.6843	-0.6611	-0.0398	1.1661
98.7000	59.9476	-0.0001	0.0000	0.0420	0.2474	-0.3862	0.0288	1.0159	-0.5211	11.9185	0.1527	0.7102	1.7376	-0.8504	-0.4657	1.5526
